Student_ID,Age,Gender,Education_Level,Current_Course,Board,School_or_College_Type,Medium_of_Instruction,District,State,Urban_or_Rural,Stream,Mathematics,Science,English,Social_Science,Second_Language,Physics,Chemistry,Biology,Computer_Science,Accountancy,Business_Studies,Economics,Statistics,History,Political_Science,Geography,Psychology,Overall_Percentage,CGPA,Current_Semester,Backlogs,Attendance,Project_Score,Logical_Reasoning,Analytical_Thinking,Numerical_Ability,Spatial_Ability,Mechanical_Aptitude,Scientific_Aptitude,Language_Aptitude,Business_Aptitude,Creative_Aptitude,Leadership_Aptitude,Observation,Memory,Critical_Thinking,Decision_Making,Learning_Ability,Communication,Leadership,Teamwork,Problem_Solving,Creativity,Time_Management,Adaptability,Confidence,Self_Learning,Emotional_Intelligence,Stress_Management,Networking_Skill,Personality_Type,Learning_Style,Risk_Taking,Work_Preference,Leadership_Style,Technology_Interest,Medicine_Interest,Business_Interest,Finance_Interest,Law_Interest,Teaching_Interest,Research_Interest,Agriculture_Interest,Arts_Interest,Design_Interest,Sports_Interest,Music_Interest,Writing_Interest,Journalism_Interest,Psychology_Interest,Environment_Interest,Hospitality_Interest,Social_Service_Interest,Defence_Interest,Robotics_Interest,Artificial_Intelligence_Interest,Animation_Interest,Entrepreneurship_Interest,Gaming_Interest,MS_Word,Excel,PowerPoint,Typing_Speed,Internet_Research,Digital_Communication,AI_Tool_Usage,Online_Collaboration,Cyber_Awareness,Programming,Python,Java,C++,SQL,Database,Networking,Cybersecurity,Cloud_Computing,Artificial_Intelligence_Skill,Machine_Learning,Data_Analysis,UI_UX,Graphic_Design,Video_Editing,Accounting,Financial_Analysis,Marketing,Patient_Care,Laboratory_Skills,Mechanical_Design,Electrical_Maintenance,Civil_Drawing,Legal_Research,Content_Writing,Scientific_Research,Agriculture_Skill,Certification_1,Certification_2,Certification_Count,Project_1,Project_2,Project_Count,Internship_Completed,Internship_Domain,Internship_Duration_Months,Industrial_Visit,Volunteer_Experience,Community_Service_Hours,Activity_1,Activity_2,Activity_3,Parent_Education,Parent_Occupation,Annual_Family_Income,First_Generation_Learner,Internet_Access,Laptop_Availability,Study_Environment,Preferred_Industry,Preferred_Location,Expected_Salary,Government_or_Private,Research_Interest_Level,Higher_Studies_Interest,Abroad_Studies_Interest,Startup_Interest,Work_Life_Balance_Preference,Recommended_Career,Academic_Performance_Score,Total_Technical_Skill_Score,Soft_Skill_Score,Digital_Literacy_Score,Domain_Skill_Score,STEM_Strength_Score,Business_Aptitude_Score,Creativity_Score,Leadership_Score,Career_Readiness_Score,Mathematics_Studied,Science_Studied,English_Studied,Social_Science_Studied,Second_Language_Studied,Physics_Studied,Chemistry_Studied,Biology_Studied,Computer_Science_Studied,Accountancy_Studied,Business_Studies_Studied,Economics_Studied,Statistics_Studied,History_Studied,Political_Science_Studied,Geography_Studied,Psychology_Studied
STU102297,18,Male,Undergraduate,BA Economics,Not Applicable,Government,Regional Language,Nashik,Maharashtra,Urban,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.9,6,1,71.5,78.1,4,5,9,6,5,7,3,6,3,4,8,6,5,4,5,5,5,5,8,5,6,9,3,5,5,6,6,Extrovert,Hands-on,Low,Hybrid,Not Applicable,5,3,3,6,5,5,5,9,6,5,5,5,5,5,4,8,7,4,3,5,6,3,5,4,6,4,7,3,7,7,3,5,8,0,3,1,0,1,0,0,1,1,1,2,2,0,1,0,1,1,2,0,0,3,2,1,2,2,0,1,AutoCAD,Not Applicable,1,Mobile App,Machine Learning Project,3,No,Not Applicable,0,No,No,0,Entrepreneurship Club,Quiz,Not Applicable,Diploma,Retired,3-6 LPA,No,Yes,No,Average,Government & Public Sector,Metro Cities Only,572784,Either,1,5,4,1,High Priority,Forest Officer,79,0.87,5.67,5.56,1.25,68.05,5,4.33,4.5,47.23,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102298,20,Male,Undergraduate,BA English,Not Applicable,Private,English,Hyderabad,Telangana,Urban,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.29,4,2,73.8,74.7,4,5,5,4,2,6,5,6,4,2,6,3,8,4,7,5,3,5,5,5,3,3,6,4,4,6,7,Ambivert,Visual,Low,Independent,Not Applicable,5,8,6,2,4,8,7,4,4,6,4,3,2,5,6,4,5,4,4,3,6,2,2,3,5,5,7,6,5,4,6,6,0,1,0,0,0,1,0,1,1,1,2,2,2,0,1,0,0,1,3,1,2,3,1,2,0,2,9,3,Google,Cisco,2,Research Project,Not Applicable,1,Yes,Finance,2,Yes,Yes,30,Dance,Hackathon,Photography Club,12th Pass,Unemployed,Below 1.5 LPA,Yes,Yes,Yes,Good,Manufacturing,Home State,701326,Private,3,10,6,2,High Priority,Professor,72.9,0.8,4.67,4.89,2.25,68.05,4.67,5,2.5,62.22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102299,19,Male,Diploma,Diploma in Computer Engineering,Not Applicable,Private,English,Surat,Gujarat,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.94,5,0,88.6,83.2,4,4,7,4,5,9,5,8,5,5,8,6,5,1,3,4,4,6,3,7,5,8,5,8,6,6,3,Introvert,Visual,High,Team,Not Applicable,3,4,4,3,3,4,1,9,5,3,4,2,5,2,6,7,6,6,5,6,1,6,4,5,5,10,3,6,4,6,7,9,6,0,1,1,0,1,1,1,0,1,0,0,3,0,3,4,2,1,0,1,2,0,1,0,0,2,3,3,Red Hat,Not Applicable,1,Robotics Project,Research Project,3,Yes,Manufacturing,3,Yes,Yes,5,Entrepreneurship Club,Hackathon,Dance,Postgraduate,Homemaker,3-6 LPA,Yes,Yes,Yes,Average,Manufacturing,Abroad,362931,Either,2,7,8,3,Moderate Priority,Forest Officer,89.4,1.07,5.42,6.22,1.25,68.05,5,5,4.5,73.88,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102300,17,Female,Plus One,Not Applicable,ICSE,Government,English,Lucknow,Uttar Pradesh,Rural,Humanities,Not Studied,Not Studied,63.7,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,64.9,Not Studied,48.5,49.3,59,36.2,53.6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6,5,4,3,9,1,3,5,6,5,6,4,5,6,5,4,2,6,7,2,6,8,4,4,1,6,5,Introvert,Hands-on,Low,Independent,Not Applicable,4,4,5,4,3,6,5,6,5,8,8,4,5,3,4,2,4,5,4,5,4,4,9,6,3,2,4,8,8,4,3,4,5,0,0,1,1,2,3,4,0,0,1,2,0,2,0,2,1,0,1,0,0,2,0,1,0,1,0,1,NSDC,Adobe Certified,2,Robotics Project,Machine Learning Project,2,No,Not Applicable,0,No,No,0,Environmental Club,Art Club,Not Applicable,Graduate,Unemployed,6-10 LPA,No,No,Yes,Good,Education,Anywhere in India,290320,Either,7,9,6,3,High Priority,Fitness Trainer,53.6,1.2,4.58,4.56,0.58,68.05,4.67,5.33,3.5,44.73,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
STU102301,16,Male,Class 10,Not Applicable,CBSE,Private,English,Hyderabad,Telangana,Urban,General,67.8,58,82,60.7,47.8,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,63.26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,5,5,5,6,4,5,3,5,7,6,4,5,6,3,4,5,5,4,5,4,5,4,4,3,5,3,Extrovert,Reading,High,Hybrid,Collaborative,4,3,3,5,6,5,5,4,4,2,5,4,4,4,5,5,4,7,8,3,4,7,1,5,6,3,4,4,3,5,4,2,3,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,Udemy,AutoCAD,3,Not Applicable,Not Applicable,0,No,Not Applicable,0,Yes,Yes,20,Quiz,Not Applicable,Not Applicable,12th Pass,Private Employee,1.5-3 LPA,No,No,No,Good,Design & Creative,No Preference,345428,Government,5,5,3,4,High Priority,Army Officer,63.26,0.47,4.25,3.78,0.5,67.8,3.67,4,6,34.45,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU102302,15,Other,Class 10,Not Applicable,CBSE,Private,English,Mumbai,Maharashtra,Rural,General,92.1,57,83.8,76.1,60.1,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,73.82,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,5,6,4,6,4,1,2,6,5,7,6,3,6,3,6,6,2,6,6,7,5,7,4,8,4,4,Introvert,Reading,Medium,Independent,Not Applicable,6,5,4,1,4,3,5,6,5,1,4,5,6,3,3,3,3,5,5,5,3,7,3,2,5,2,4,4,4,4,4,2,4,0,2,1,0,0,0,1,1,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,AWS,TCS iON,3,Robotics Project,Architecture Model,2,No,Not Applicable,0,No,Yes,5,NSS,Coding Club,Not Applicable,Diploma,Government Employee,1.5-3 LPA,No,Yes,No,Good,Design & Creative,Home State,413996,Government,4,8,3,1,Moderate Priority,Film Editor,73.82,0.67,5.42,3.67,0.42,92.1,2.33,4.33,5.5,50.84,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU102303,19,Male,Undergraduate,BSc Computer Science,Not Applicable,Deemed University,English,Kanpur,Uttar Pradesh,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.38,7,1,97.1,56.6,2,5,8,2,3,6,7,4,5,5,5,5,7,3,1,7,5,3,5,3,6,3,2,3,4,6,3,Extrovert,Hands-on,Low,Team,Not Applicable,4,8,6,7,7,4,6,3,3,5,4,5,5,5,4,7,7,5,5,5,3,3,1,4,7,5,1,3,5,3,6,4,6,1,1,0,2,0,2,1,2,2,0,0,1,1,0,1,0,2,2,6,9,0,1,2,1,2,0,3,Not Applicable,Not Applicable,0,Research Project,Agriculture Project,3,Yes,IT,2,No,Yes,5,Debate,Not Applicable,Not Applicable,Below 10th,Daily Wage Worker,1.5-3 LPA,Yes,Yes,Yes,Good,Defence,Abroad,495340,Either,5,8,3,3,Low Priority,Doctor,83.8,0.93,4.17,4.44,2.33,68.05,5.67,4.33,5,61.1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102304,23,Male,Undergraduate,BCA,Not Applicable,Private,Regional Language,Salem,Tamil Nadu,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,5.93,3,0,100,71.7,7,9,7,3,4,2,7,6,5,4,3,5,4,4,4,6,8,3,5,7,2,5,6,8,6,2,3,Ambivert,Reading,Medium,Independent,Not Applicable,8,4,4,7,3,6,2,6,2,8,4,3,5,2,4,8,3,5,2,4,4,3,6,6,2,4,6,6,3,4,9,5,1,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,4,2,0,1,1,0,1,2,0,2,2,1,Not Applicable,Not Applicable,0,Architecture Model,Teaching Internship Report,3,Yes,Manufacturing,2,No,Yes,5,Music,Debate,Not Applicable,Graduate,Unemployed,3-6 LPA,Yes,Yes,Yes,Average,Banking & Finance,Anywhere in India,675116,Private,4,7,6,4,Low Priority,Bank PO / Clerk,59.3,0.6,5.08,4.44,1.33,68.05,5.67,6.67,6,61.1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102305,16,Female,ITI,ITI Draughtsman (Civil),Not Applicable,Government,English,Surat,Gujarat,Urban,Vocational,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.52,2,2,91.9,72.4,7,3,6,6,6,5,5,5,5,6,4,3,5,8,6,4,5,5,5,3,4,4,6,7,4,4,3,Extrovert,Visual,High,Independent,Supportive,3,3,8,4,3,3,4,6,3,7,1,7,4,5,3,3,6,2,5,5,3,3,8,6,3,5,1,3,3,5,6,4,5,0,1,1,1,0,1,0,0,0,1,2,0,0,1,1,1,0,7,0,3,3,1,2,0,2,1,1,Not Applicable,Not Applicable,0,Agriculture Project,Research Project,3,Yes,Media,2,Yes,No,0,Sports,Environmental Club,Not Applicable,12th Pass,Teacher,3-6 LPA,No,Yes,No,Poor,Research & Academia,Anywhere in India,232708,Government,1,3,4,8,High Priority,Entrepreneur,85.2,0.6,4.5,3.89,1.75,68.05,5.67,5,5.5,59.73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102306,17,Male,Plus Two,Not Applicable,State Board,Private,Regional Language,Warangal,Telangana,Rural,Commerce,76.7,Not Studied,68.5,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,48.5,77.5,67.8,73.7,Not Studied,Not Studied,Not Studied,Not Studied,68.78,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4,2,3,4,5,5,6,3,4,5,7,7,4,3,4,5,5,3,5,3,7,4,6,4,6,7,4,Extrovert,Reading,Medium,Hybrid,Not Applicable,6,4,5,4,7,7,3,5,1,6,6,5,2,3,5,6,5,8,5,5,5,4,2,2,6,8,2,4,5,6,4,7,2,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,4,1,0,1,3,1,3,4,2,0,2,2,Red Hat,Not Applicable,1,Robotics Project,Science Fair Project,2,No,Not Applicable,0,No,No,0,Environmental Club,Quiz,Not Applicable,12th Pass,Private Employee,6-10 LPA,Yes,Yes,No,Good,Agriculture,Abroad,347935,Either,6,6,1,5,High Priority,Social Worker,68.78,0.6,4.92,4.89,1.92,76.7,4,4.33,5,37.22,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
STU102307,19,Female,Undergraduate,BTech CSE,Not Applicable,Autonomous,Regional Language,Hyderabad,Telangana,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.34,3,0,83.9,60.9,7,7,8,6,5,9,5,3,3,4,8,5,3,7,5,6,4,4,4,6,3,3,4,5,6,5,3,Introvert,Hands-on,Low,Team,Not Applicable,2,9,6,5,5,3,4,6,5,5,3,6,4,5,4,6,6,4,3,6,5,6,5,5,7,3,7,3,6,5,6,3,8,0,0,0,2,0,0,1,1,2,0,1,0,1,0,0,1,2,3,6,2,1,1,4,0,3,2,3,Teaching Certification,Medical Certification,2,IoT Project,Research Publication,2,Yes,Agriculture,6,Yes,No,0,Art Club,Not Applicable,Not Applicable,10th Pass,Government Employee,1.5-3 LPA,No,Yes,Yes,Poor,Hospitality & Tourism,Metro Cities Only,419739,Government,2,2,6,1,High Priority,Veterinarian,63.4,0.53,4.42,5.33,2.33,68.05,4.67,4.67,4,71.66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102308,15,Female,Class 10,Not Applicable,CBSE,Aided,English,Ahmedabad,Gujarat,Urban,General,65.1,62.7,81.2,66.8,75.9,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,70.34,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,5,4,7,4,6,9,3,8,2,7,5,6,7,6,5,4,4,4,6,4,4,8,5,5,5,6,Extrovert,Reading,Low,Hybrid,Not Applicable,6,7,5,3,4,4,4,3,5,4,1,3,7,1,5,6,3,2,6,1,6,7,4,6,5,3,5,4,7,2,2,4,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,Adobe Certified,NPTEL,2,Agriculture Project,Not Applicable,1,No,Not Applicable,0,No,Yes,30,Art Club,Debate,Not Applicable,Diploma,Business Owner,1.5-3 LPA,No,Yes,Yes,Good,Legal Services,Abroad,214247,Either,4,6,6,6,High Priority,Content Writer,70.34,0.4,5,3.89,0.25,65.1,3.67,6,3,34.72,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU102309,26,Male,Postgraduate,MCom,Not Applicable,Deemed University,English,Warangal,Telangana,Urban,Commerce,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.81,4,0,80.4,92.4,6,4,4,5,7,7,4,6,7,4,10,2,5,3,5,7,4,4,5,5,6,6,3,2,8,4,4,Ambivert,Visual,Low,Hybrid,Not Applicable,3,5,4,5,2,3,6,3,9,7,6,4,3,5,8,4,5,5,3,4,6,5,5,5,6,6,6,5,7,10,6,5,7,0,5,1,1,3,0,4,1,2,1,0,2,6,8,2,2,0,1,2,0,0,1,0,3,1,0,1,Not Applicable,Not Applicable,0,IoT Project,Research Publication,2,No,Not Applicable,0,Yes,Yes,0,Dance,Quiz,Art Club,12th Pass,Unemployed,3-6 LPA,No,Yes,Yes,Poor,Agriculture,Abroad,632558,Private,4,6,4,6,Moderate Priority,Graphic Designer,68.1,2.4,4.83,6.44,0.92,68.05,5,6.33,4,32.77,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102310,15,Male,Class 10,Not Applicable,ICSE,Aided,English,Thiruvananthapuram,Kerala,Urban,General,66.6,53,69.9,55.7,73.6,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,63.76,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,7,4,8,4,4,5,5,3,9,7,8,2,3,6,2,5,4,5,2,7,6,2,7,3,4,5,6,Ambivert,Hands-on,Low,Independent,Not Applicable,3,5,3,7,5,4,6,1,5,4,6,8,6,5,3,6,6,6,4,2,3,4,6,6,5,4,5,2,2,1,3,2,5,2,0,0,1,2,0,1,3,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,Google,Not Applicable,1,Research Project,Not Applicable,1,No,Not Applicable,0,No,No,0,Environmental Club,Entrepreneurship Club,Not Applicable,Graduate,Teacher,Below 1.5 LPA,No,Yes,No,Good,IT & Software,Anywhere in India,416042,Government,4,5,3,4,High Priority,Musician,63.76,0.8,4.67,3.22,0.25,66.6,4.33,6.67,5.5,24.72,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU102311,17,Male,Plus One,Not Applicable,ICSE,Private,English,Darjeeling,West Bengal,Urban,Science,89.4,Not Studied,67.1,Not Studied,Not Studied,96.9,64.9,Not Studied,65.7,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,76.8,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,4,9,9,3,2,5,4,5,6,4,6,3,6,6,4,4,3,5,8,4,4,5,4,6,3,4,Introvert,Hands-on,Low,Independent,Not Applicable,7,5,5,7,2,5,3,4,4,6,3,3,5,4,6,6,3,7,7,4,5,5,1,1,7,5,5,5,5,7,5,7,2,1,1,2,1,2,0,0,0,1,0,1,1,0,1,1,0,1,1,3,0,1,0,7,0,2,1,1,Microsoft,AWS,3,Not Applicable,Not Applicable,0,No,Not Applicable,0,Yes,No,0,NSS,Quiz,Not Applicable,12th Pass,Teacher,1.5-3 LPA,Yes,Yes,Yes,Good,Government & Public Sector,No Preference,303653,Either,5,4,7,3,High Priority,Civil Engineer,76.8,0.8,4.5,5.33,1.42,79.23,5.33,6.33,5,38.32,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
STU102312,23,Female,Undergraduate,BA History,Not Applicable,Government,English,New Delhi,Delhi,Rural,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.61,3,3,93.1,64.1,6,3,7,8,5,5,4,4,7,5,10,5,5,5,4,5,8,2,4,5,6,4,5,5,6,6,3,Ambivert,Practical,Medium,Team,Not Applicable,7,5,6,5,4,7,7,5,9,9,7,8,4,3,4,5,4,7,4,5,7,4,2,7,4,8,5,5,7,7,8,5,8,0,3,2,3,3,2,4,1,0,2,4,3,0,7,3,3,3,3,0,1,1,1,3,0,5,2,0,Medical Certification,PMKVY,2,Research Project,Not Applicable,1,Yes,Finance,3,Yes,Yes,10,Coding Club,Not Applicable,Not Applicable,10th Pass,Private Employee,Below 1.5 LPA,No,No,Yes,Good,Healthcare,Abroad,559305,Government,2,6,6,6,Low Priority,Fashion Designer,66.1,2.47,4.92,6.33,1.83,68.05,5,7,6.5,65.82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102313,17,Male,Plus One,Not Applicable,CBSE,Government,Regional Language,North Delhi,Delhi,Urban,Commerce,68.1,Not Studied,87.7,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,71.4,69.6,60.7,55.2,Not Studied,Not Studied,Not Studied,Not Studied,68.78,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4,8,8,4,4,1,3,6,5,6,4,6,5,7,5,4,6,4,6,5,7,2,5,6,7,4,6,Ambivert,Hands-on,Medium,Hybrid,Directive,4,5,6,5,7,4,4,6,4,5,2,4,3,4,5,5,7,5,9,1,3,4,4,6,3,6,4,4,5,3,8,4,4,2,0,0,0,2,0,1,0,2,0,2,1,0,0,0,1,3,0,2,1,2,0,2,1,3,0,0,PMKVY,Not Applicable,1,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,No,0,Dance,Entrepreneurship Club,Not Applicable,10th Pass,Unemployed,1.5-3 LPA,No,Yes,Yes,Average,Legal Services,No Preference,308056,Private,6,5,6,4,High Priority,Navy Officer,68.78,0.67,5.17,4.56,1.25,68.1,5.67,5,6,19.73,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
STU102314,19,Female,Undergraduate,BA History,Not Applicable,Government,English,North Delhi,Delhi,Rural,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.48,1,1,71.2,68.2,3,6,7,5,7,4,6,3,7,2,8,5,5,7,2,6,3,4,1,5,6,5,3,4,2,4,5,Introvert,Visual,High,Hybrid,Not Applicable,6,4,4,5,6,3,3,6,8,7,4,6,5,3,7,9,2,4,4,6,5,4,6,5,4,6,7,6,8,10,8,10,5,4,5,3,1,0,3,0,3,3,2,2,1,0,8,2,1,1,0,3,1,0,1,1,2,2,0,2,TCS iON,Not Applicable,1,Architecture Model,Research Project,3,Yes,Media,3,No,No,0,Student Council,Not Applicable,Not Applicable,12th Pass,Unemployed,1.5-3 LPA,Yes,Yes,No,Average,Manufacturing,No Preference,385563,Government,4,6,1,5,Low Priority,Fashion Designer,84.8,2.47,4,7.11,1.17,68.05,4,6.33,2.5,76.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102315,23,Female,Undergraduate,BSc Computer Science,Not Applicable,Autonomous,English,South Delhi,Delhi,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,9.03,5,0,85,74.2,6,4,5,7,8,5,4,6,6,5,4,4,4,5,3,3,7,3,7,4,5,3,4,6,3,4,5,Introvert,Hands-on,Medium,Independent,Not Applicable,7,6,3,4,5,5,5,2,4,4,2,4,3,2,5,5,5,4,6,7,7,6,3,7,5,2,3,5,6,5,5,5,2,2,1,1,0,0,2,2,1,0,2,0,0,1,0,0,1,0,1,0,3,10,0,1,2,0,0,1,NSDC,Microsoft,2,Business Plan,Science Fair Project,2,Yes,Law,1,No,Yes,5,Robotics Club,Not Applicable,Not Applicable,Doctorate,Farmer,Below 1.5 LPA,Yes,Yes,No,Good,Agriculture,No Preference,470760,Government,3,3,4,2,Moderate Priority,Mechanical Engineer,90.3,0.8,4.5,4.22,1.58,68.05,4.33,4.67,6,68.88,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102316,26,Female,Postgraduate,MCom,Not Applicable,Private,English,Ahmedabad,Gujarat,Rural,Commerce,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.32,4,0,97,73.6,5,4,4,2,3,6,3,5,5,8,6,2,5,6,4,2,3,4,5,2,5,5,2,1,8,5,6,Ambivert,Hands-on,High,Independent,Directive,7,4,5,4,4,4,5,4,3,4,3,3,3,6,7,1,2,6,8,4,5,5,5,4,8,6,3,6,8,6,5,3,6,2,2,1,0,2,1,0,0,2,0,0,1,1,1,2,4,0,3,1,2,5,1,4,1,2,4,1,Not Applicable,Not Applicable,0,Mobile App,Research Project,2,No,Not Applicable,0,No,No,0,Sports,NSS,NCC,12th Pass,Homemaker,1.5-3 LPA,Yes,Yes,No,Good,Defence,Metro Cities Only,1009807,Private,2,6,9,6,Low Priority,Army Officer,63.2,1,4,5.67,2.33,68.05,4.67,3.67,5.5,30.84,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU102317,23,Male,Undergraduate,BSc Physics,Not Applicable,Deemed University,Regional Language,Warangal,Telangana,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,5.71,1,0,90.4,76.8,4,4,6,6,4,6,2,5,3,4,9,5,4,6,4,3,8,5,4,4,5,6,2,2,5,4,6,Extrovert,Practical,High,Independent,Not Applicable,3,6,7,2,4,4,5,6,3,6,3,2,4,4,2,5,3,5,3,4,4,6,5,7,5,7,4,5,5,5,8,5,4,2,1,1,2,0,2,1,1,0,1,0,1,2,0,2,1,0,1,2,2,2,0,3,3,0,1,8,Not Applicable,Not Applicable,0,Business Plan,Not Applicable,1,Yes,Law,3,Yes,No,0,Photography Club,Not Applicable,Not Applicable,Diploma,Private Employee,1.5-3 LPA,No,No,No,Excellent,Construction & Infrastructure,Anywhere in India,692420,Either,8,3,6,2,Moderate Priority,Agriculture Officer,57.1,1.07,4.5,5.33,1.92,68.05,4.67,4.33,6,46.66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
